Date,Open,High,Low,Close,Adj Close,Volume,foreign_buy,foreign_sell,investment_trust_buy,investment_trust_sell,self_buy,self_sell
2020-01-02,16.899999618530273,17.049999237060547,16.850000381469727,17.049999237060547,15.68601417541504,29000,0,0,0,0,0,0
2020-01-03,17.149999618530273,17.200000762939453,16.899999618530273,17.0,15.6400146484375,23001,0,0,0,0,0,0
2020-01-06,16.799999237060547,17.0,16.75,16.75,15.410015106201172,28000,0,0,0,0,0,0
2020-01-07,16.75,16.899999618530273,16.649999618530273,16.899999618530273,15.548014640808104,38000,0,0,0,0,0,0
2020-01-08,16.75,16.75,16.700000762939453,16.75,15.410015106201172,17000,0,0,0,0,0,0
2020-01-09,16.75,16.899999618530273,16.75,16.899999618530273,15.548014640808104,5000,0,0,0,0,0,0
2020-01-10,16.75,16.850000381469727,16.700000762939453,16.850000381469727,15.502015113830566,6000,0,0,0,0,0,0
2020-01-13,16.799999237060547,16.950000762939453,16.75,16.75,15.410015106201172,9000,0,0,0,0,0,0
2020-01-14,16.799999237060547,16.850000381469727,16.700000762939453,16.799999237060547,15.456014633178713,32000,0,0,0,0,0,0
2020-01-15,16.700000762939453,17.049999237060547,16.649999618530273,17.049999237060547,15.68601417541504,19000,0,0,0,0,0,0
2020-01-16,16.899999618530273,16.950000762939453,16.899999618530273,16.950000762939453,15.594016075134276,17000,0,0,0,0,0,0
2020-01-17,16.850000381469727,16.950000762939453,16.799999237060547,16.799999237060547,15.456014633178713,4000,0,0,0,0,0,0
2020-01-20,16.799999237060547,16.850000381469727,16.75,16.799999237060547,15.456014633178713,18001,0,0,0,0,0,0
2020-01-30,16.600000381469727,16.600000381469727,16.0,16.100000381469727,14.81201457977295,96000,0,0,0,0,0,0
2020-01-31,16.100000381469727,16.600000381469727,16.100000381469727,16.450000762939453,15.134015083312988,28005,0,0,0,0,0,0
2020-02-03,16.450000762939453,16.450000762939453,15.949999809265137,16.350000381469727,15.042015075683594,29000,0,0,0,0,0,0
2020-02-04,16.350000381469727,16.600000381469727,16.100000381469727,16.600000381469727,15.272014617919922,32000,0,0,0,0,0,0
2020-02-05,16.25,16.5,16.25,16.5,15.180014610290527,7000,0,0,0,0,0,0
2020-02-06,16.299999237060547,16.299999237060547,16.100000381469727,16.149999618530273,14.858014106750488,62000,0,0,0,0,0,0
2020-02-07,16.149999618530273,16.149999618530273,16.149999618530273,16.149999618530273,14.858014106750488,0,0,0,0,0,0,0
2020-02-10,15.800000190734863,16.049999237060547,15.699999809265137,16.049999237060547,14.766013145446776,43000,0,0,0,0,0,0
2020-02-11,16.049999237060547,16.25,16.049999237060547,16.25,14.9500150680542,3000,0,0,0,0,0,0
2020-02-12,16.25,16.25,16.049999237060547,16.049999237060547,14.766013145446776,15000,0,0,0,0,0,0
2020-02-13,16.049999237060547,16.149999618530273,16.0,16.149999618530273,14.858014106750488,15000,0,0,0,0,0,0
2020-02-14,15.949999809265137,16.0,15.800000190734863,16.0,14.720014572143556,45051,0,0,0,0,0,0
2020-02-17,15.899999618530272,16.149999618530273,15.75,16.149999618530273,14.858014106750488,37000,0,0,0,0,0,0
2020-02-18,16.149999618530273,16.149999618530273,15.899999618530272,16.0,14.720014572143556,19000,0,0,0,0,0,0
2020-02-19,16.0,16.0,15.699999809265137,16.0,14.720014572143556,65000,0,0,0,0,0,0
2020-02-20,15.800000190734863,16.100000381469727,15.800000190734863,16.049999237060547,14.766013145446776,16000,0,0,0,0,0,0
2020-02-21,15.899999618530272,16.049999237060547,15.899999618530272,16.049999237060547,14.766013145446776,6002,0,0,0,0,0,0
2020-02-24,16.0,16.049999237060547,15.75,16.049999237060547,14.766013145446776,27000,0,0,0,0,0,0
2020-02-25,15.699999809265137,15.949999809265137,15.699999809265137,15.949999809265137,14.6740140914917,5000,0,0,0,0,0,0
2020-02-26,16.0,16.0,15.850000381469728,16.0,14.720014572143556,13000,0,0,0,0,0,0
2020-02-27,15.899999618530272,16.0,15.649999618530272,16.0,14.720014572143556,46000,0,0,0,0,0,0
2020-03-02,15.800000190734863,15.899999618530272,15.5,15.899999618530272,14.628013610839844,23000,0,0,0,0,0,0
2020-03-03,15.75,15.800000190734863,15.600000381469728,15.800000190734863,14.53601360321045,55000,0,0,0,0,0,0
2020-03-04,15.699999809265137,15.75,15.600000381469728,15.75,14.49001407623291,27000,0,0,0,0,0,0
2020-03-05,15.699999809265137,15.75,15.600000381469728,15.75,14.49001407623291,52000,0,0,0,0,0,0
2020-03-06,15.699999809265137,15.75,15.600000381469728,15.75,14.49001407623291,17000,0,0,0,0,0,0
2020-03-09,15.75,15.75,15.75,15.75,14.49001407623291,0,0,0,0,0,0,0
2020-03-10,15.5,15.800000190734863,15.350000381469728,15.800000190734863,14.53601360321045,38000,0,0,0,0,0,0
2020-03-11,15.5,15.699999809265137,15.449999809265137,15.699999809265137,14.444013595581056,39000,0,0,0,0,0,0
2020-03-12,15.399999618530272,15.399999618530272,14.5,15.100000381469728,13.892013549804688,49000,0,0,0,0,0,0
2020-03-13,15.100000381469728,15.100000381469728,15.100000381469728,15.100000381469728,13.892013549804688,0,0,0,0,0,0,0
2020-03-16,14.199999809265137,14.199999809265137,13.600000381469728,13.949999809265137,12.834012031555176,78000,0,0,0,0,0,0
2020-03-17,12.800000190734863,13.600000381469728,12.600000381469728,13.600000381469728,12.512012481689451,175000,0,0,0,0,0,0
2020-03-18,13.600000381469728,13.899999618530272,12.800000190734863,13.050000190734863,12.006011962890623,64000,0,0,0,0,0,0
2020-03-19,11.850000381469728,12.850000381469728,11.800000190734863,12.199999809265137,11.224010467529297,200000,0,0,0,0,0,0
2020-03-20,12.899999618530272,12.899999618530272,12.550000190734863,12.600000381469728,11.592011451721191,19000,0,0,0,0,0,0
2020-03-23,11.850000381469728,12.949999809265137,11.800000190734863,12.949999809265137,11.914011001586914,76000,0,0,0,0,0,0
2020-03-24,12.899999618530272,12.899999618530272,12.449999809265137,12.800000190734863,11.77601146697998,68000,0,0,0,0,0,0
2020-03-25,13.0,13.300000190734863,12.449999809265137,12.649999618530272,11.63801097869873,129000,0,0,0,0,0,0
2020-03-26,12.649999618530272,12.699999809265137,12.399999618530272,12.649999618530272,11.63801097869873,61000,0,0,0,0,0,0
2020-03-27,12.5,12.800000190734863,12.5,12.800000190734863,11.77601146697998,39000,0,0,0,0,0,0
2020-03-30,12.800000190734863,12.800000190734863,12.449999809265137,12.699999809265137,11.684011459350586,65000,0,0,0,0,0,0
2020-03-31,12.699999809265137,12.949999809265137,12.699999809265137,12.949999809265137,11.914011001586914,87000,0,0,0,0,0,0
2020-04-01,12.850000381469728,13.100000381469728,12.75,13.050000190734863,12.006011962890623,51000,0,0,0,0,0,0
2020-04-06,12.850000381469728,13.149999618530272,12.800000190734863,13.0,11.96001148223877,41000,0,0,0,0,0,0
2020-04-07,12.850000381469728,13.0,12.850000381469728,13.0,11.96001148223877,79000,0,0,0,0,0,0
2020-04-08,13.0,13.649999618530272,12.899999618530272,13.600000381469728,12.512012481689451,123000,0,0,0,0,0,0
2020-04-09,13.449999809265137,13.550000190734863,13.350000381469728,13.350000381469728,12.282011985778809,20000,0,0,0,0,0,0
2020-04-10,13.449999809265137,13.449999809265137,12.949999809265137,13.050000190734863,12.006011962890623,92000,0,0,0,0,0,0
2020-04-13,13.25,13.25,13.050000190734863,13.050000190734863,12.006011962890623,55000,0,0,0,0,0,0
2020-04-14,13.050000190734863,13.25,13.050000190734863,13.25,12.190011978149414,79000,0,0,0,0,0,0
2020-04-15,13.199999809265137,13.850000381469728,13.050000190734863,13.550000190734863,12.466012001037598,257000,0,0,0,0,0,0
2020-04-16,13.550000190734863,13.75,13.399999618530272,13.699999809265137,12.604011535644531,115000,0,0,0,0,0,0
2020-04-17,13.949999809265137,13.949999809265137,13.699999809265137,13.850000381469728,12.742012977600098,105000,0,0,0,0,0,0
2020-04-20,13.949999809265137,14.350000381469728,13.699999809265137,14.350000381469728,13.202013969421388,48000,0,0,0,0,0,0
2020-04-21,14.300000190734863,14.300000190734863,13.649999618530272,14.050000190734863,12.926012992858888,60000,0,0,0,0,0,0
2020-04-22,13.949999809265137,14.449999809265137,13.949999809265137,14.449999809265137,13.294013023376465,73000,0,0,0,0,0,0
2020-04-23,14.449999809265137,14.699999809265137,14.449999809265137,14.550000190734863,13.38601303100586,6000,0,0,0,0,0,0
2020-04-24,14.550000190734863,15.199999809265137,14.550000190734863,14.899999618530272,13.708012580871582,104000,0,0,0,0,0,0
2020-04-27,14.899999618530272,15.399999618530272,14.899999618530272,15.300000190734863,14.076014518737791,65000,0,0,0,0,0,0
2020-04-28,15.5,15.699999809265137,15.300000190734863,15.699999809265137,14.444013595581056,41000,0,0,0,0,0,0
2020-04-29,15.699999809265137,15.699999809265137,15.25,15.350000381469728,14.122014045715332,65000,0,0,0,0,0,0
2020-04-30,15.449999809265137,15.550000190734863,15.199999809265137,15.449999809265137,14.21401309967041,52000,0,0,0,0,0,0
2020-05-04,15.300000190734863,15.649999618530272,15.199999809265137,15.600000381469728,14.352014541625977,65000,0,0,0,0,0,0
2020-05-05,15.649999618530272,15.649999618530272,15.449999809265137,15.449999809265137,14.21401309967041,19000,0,0,0,0,0,0
2020-05-06,15.350000381469728,15.449999809265137,15.25,15.399999618530272,14.168013572692873,48000,0,0,0,0,0,0
2020-05-07,15.399999618530272,15.550000190734863,15.300000190734863,15.5,14.260013580322266,33000,0,0,0,0,0,0
2020-05-08,15.5,15.600000381469728,15.199999809265137,15.449999809265137,14.21401309967041,45000,0,0,0,0,0,0
2020-05-11,15.5,16.0,15.449999809265137,15.850000381469728,14.582014083862305,68000,0,0,0,0,0,0
2020-05-12,15.899999618530272,15.899999618530272,15.600000381469728,15.850000381469728,14.582014083862305,51000,0,0,0,0,0,0
2020-05-13,15.75,15.949999809265137,15.75,15.949999809265137,14.6740140914917,25000,0,0,0,0,0,0
2020-05-14,16.149999618530273,16.149999618530273,15.800000190734863,15.899999618530272,14.628013610839844,17000,0,0,0,0,0,0
2020-05-15,15.800000190734863,15.800000190734863,15.0,15.0,13.800013542175291,89000,0,0,0,0,0,0
2020-05-18,15.0,15.149999618530272,14.899999618530272,15.050000190734863,13.846014022827148,13000,0,0,0,0,0,0
2020-05-19,15.199999809265137,15.199999809265137,15.0,15.050000190734863,13.846014022827148,36000,0,0,0,0,0,0
2020-05-20,15.199999809265137,15.25,14.850000381469728,15.100000381469728,13.892013549804688,37000,0,0,0,0,0,0
2020-05-21,15.399999618530272,15.449999809265137,15.149999618530272,15.350000381469728,14.122014045715332,41000,0,0,0,0,0,0
