Date,Open,High,Low,Close,Adj Close,Volume,foreign_buy,foreign_sell,investment_trust_buy,investment_trust_sell,self_buy,self_sell
2020-01-02,180.5,184.5,179.0,184.5,174.95213317871094,2227489,163000.0,188000.0,0.0,200000.0,196000.0,23000.0
2020-01-03,185.0,186.5,179.5,180.0,170.68499755859375,3346772,86000.0,856000.0,224000.0,310000.0,167000.0,98000.0
2020-01-06,178.0,182.0,175.0,181.0,171.63323974609375,1287446,460000.0,107555.0,0.0,0.0,51000.0,103000.0
2020-01-07,181.0,182.5,175.0,176.5,167.3661346435547,1273575,103000.0,279850.0,176000.0,0.0,13000.0,104000.0
2020-01-08,174.5,181.5,173.5,180.0,170.68499755859375,1580705,307000.0,106000.0,64000.0,0.0,143000.0,45000.0
2020-01-09,182.0,186.5,181.5,185.0,175.42625427246094,3042620,228000.0,396000.0,172000.0,0.0,301000.0,47000.0
2020-01-10,186.0,186.5,182.5,184.0,174.47799682617188,1330650,96000.0,150000.0,101000.0,0.0,61000.0,251000.0
2020-01-13,185.5,202.0,183.0,197.5,187.2793731689453,7906478,2209000.0,513000.0,89000.0,0.0,649000.0,105000.0
2020-01-14,199.0,204.5,195.0,197.5,187.2793731689453,6389485,181000.0,675000.0,75000.0,0.0,212000.0,486000.0
2020-01-15,198.0,201.5,193.5,195.5,185.38287353515625,2109380,95000.0,154000.0,119000.0,0.0,137000.0,231000.0
2020-01-16,195.0,201.0,194.5,200.5,190.12413024902344,2092916,184000.0,25000.0,0.0,0.0,187000.0,55000.0
2020-01-17,205.5,211.0,195.5,197.0,186.80523681640625,6946579,123000.0,398000.0,51000.0,0.0,177000.0,321000.0
2020-01-20,196.0,199.0,194.5,194.5,184.4346160888672,1172798,57000.0,16000.0,33000.0,0.0,22000.0,157000.0
2020-01-30,177.5,183.0,175.5,175.5,166.41786193847656,1592772,244000.0,98000.0,1000.0,0.0,104000.0,220000.0
2020-01-31,179.5,180.0,171.5,175.0,165.94374084472656,1367854,321000.0,288000.0,0.0,0.0,15000.0,71000.0
2020-02-03,164.0,172.0,159.5,170.0,161.20249938964844,1593703,536000.0,174000.0,178000.0,0.0,52000.0,146000.0
2020-02-04,204.0,206.0,174.0,174.0,164.99549865722656,964805,130000.0,253000.0,11000.0,0.0,21000.0,36000.0
2020-02-05,178.5,178.5,171.5,171.5,162.6248779296875,1027100,184000.0,237000.0,63000.0,0.0,40000.0,62000.0
2020-02-06,174.5,182.5,174.0,182.5,173.0556182861328,1689808,310000.0,132000.0,75000.0,0.0,253000.0,23000.0
2020-02-07,180.0,180.0,175.0,175.0,165.94374084472656,954525,54000.0,281000.0,0.0,0.0,5000.0,159000.0
2020-02-10,169.0,177.5,169.0,173.0,164.0472412109375,674171,113000.0,33000.0,0.0,0.0,54000.0,24000.0
2020-02-11,177.0,177.5,173.5,176.0,166.89198303222656,684143,97000.0,70000.0,16000.0,32000.0,31000.0,24000.0
2020-02-12,177.5,189.5,177.5,186.0,176.37449645996094,3815832,598000.0,287000.0,8000.0,0.0,285000.0,37000.0
2020-02-13,186.0,188.5,182.5,185.0,175.42625427246094,2112188,460000.0,229000.0,66000.0,0.0,19000.0,209000.0
2020-02-14,187.0,194.0,186.5,188.5,178.7451171875,3939728,167000.0,387000.0,142000.0,30000.0,319000.0,87000.0
2020-02-17,186.0,190.5,185.0,189.0,179.21923828125,1421809,383000.0,73000.0,33000.0,0.0,97000.0,181000.0
2020-02-18,189.0,192.5,186.0,187.0,177.32275390625,1288775,94000.0,271000.0,0.0,6000.0,30000.0,48000.0
2020-02-19,190.0,193.0,186.0,186.0,176.37449645996094,1807273,94000.0,346000.0,181000.0,38000.0,16000.0,14000.0
2020-02-20,188.0,195.5,188.0,190.0,180.16749572753903,3115347,628000.0,182102.0,153000.0,73000.0,296000.0,48000.0
2020-02-21,189.0,191.0,186.5,188.0,178.27099609375,1120463,100000.0,128000.0,69000.0,0.0,16000.0,264000.0
2020-02-24,184.0,184.5,179.5,181.0,171.63323974609375,1216743,72000.0,130000.0,1000.0,104000.0,4000.0,127000.0
2020-02-25,176.0,180.0,175.0,177.5,168.3143768310547,1562660,253000.0,277000.0,0.0,453000.0,70000.0,85000.0
2020-02-26,174.5,176.5,172.0,173.0,164.0472412109375,1546937,154000.0,254000.0,0.0,93000.0,17000.0,131000.0
2020-02-27,174.0,175.5,166.0,167.0,158.3577423095703,1140788,51000.0,169000.0,20000.0,0.0,11000.0,108000.0
2020-03-02,156.0,170.5,156.0,166.0,157.4095001220703,1094864,400000.0,214000.0,5000.0,0.0,38000.0,99000.0
2020-03-03,171.0,172.5,167.5,167.5,158.8318634033203,816565,59000.0,382000.0,0.0,0.0,10000.0,27000.0
2020-03-04,168.0,169.0,163.0,163.5,155.03887939453125,661322,103000.0,152000.0,0.0,13000.0,5000.0,9000.0
2020-03-05,166.5,168.5,163.5,165.0,156.46124267578125,891692,175000.0,273000.0,0.0,187000.0,9000.0,13000.0
2020-03-06,163.0,164.5,160.5,161.0,152.6682586669922,618565,77000.0,113000.0,0.0,169000.0,30000.0,14000.0
2020-03-09,156.0,158.0,150.0,152.0,144.1339874267578,1827652,424000.0,214000.0,1000.0,138000.0,81000.0,32000.0
2020-03-10,146.5,151.0,144.5,150.5,142.7116241455078,2373215,842000.0,292000.0,0.0,213000.0,14000.0,43000.0
2020-03-11,153.0,156.5,147.0,147.5,139.8668670654297,1535498,446000.0,401000.0,10000.0,0.0,21000.0,20000.0
2020-03-12,144.5,145.0,133.0,133.0,126.11724853515624,2641295,675000.0,888000.0,0.0,139000.0,14000.0,79000.0
2020-03-13,120.0,122.5,120.0,120.0,113.79000091552734,1613332,218000.0,186020.0,0.0,274000.0,77000.0,44000.0
2020-03-16,122.0,125.0,110.5,111.0,105.25574493408205,3595433,1370000.0,444000.0,0.0,275000.0,4000.0,321000.0
2020-03-17,106.0,113.5,103.5,104.0,98.61800384521484,2996854,815000.0,273000.0,1000.0,462000.0,2000.0,6000.0
2020-03-18,107.5,107.5,103.0,103.0,97.66974639892578,2342922,406000.0,408000.0,166000.0,445000.0,8000.0,22000.0
2020-03-19,103.0,103.0,92.6999969482422,92.6999969482422,87.90276336669922,2308770,302000.0,497000.0,0.0,443000.0,4000.0,14000.0
2020-03-20,95.0999984741211,101.5,95.0999984741211,101.5,96.24737548828124,1845348,324000.0,414350.0,106000.0,89000.0,8000.0,5000.0
2020-03-23,95.6999969482422,97.0,92.0,93.0,88.18724822998047,795350,110000.0,260150.0,1000.0,0.0,9000.0,6000.0
2020-03-24,98.0,102.0,98.0,102.0,96.72149658203124,2011073,234000.0,787000.0,0.0,0.0,1000.0,5000.0
2020-03-25,108.0,112.0,106.5,112.0,106.2040023803711,4483139,504000.0,1220000.0,0.0,0.0,17000.0,11000.0
2020-03-26,116.0,119.0,110.5,118.0,111.89349365234376,4206816,233000.0,673000.0,256000.0,0.0,25000.0,10000.0
2020-03-27,122.5,124.0,114.0,114.5,108.57462310791016,2882860,486000.0,523000.0,9000.0,0.0,10000.0,8000.0
2020-03-30,108.0,115.0,108.0,115.0,109.04874420166016,1707356,258000.0,153050.0,0.0,0.0,5000.0,2000.0
2020-03-31,117.0,119.0,113.5,116.0,109.99700164794922,1827200,194000.0,328000.0,0.0,0.0,9000.0,4000.0
2020-04-01,114.5,117.5,113.5,115.5,109.52287292480467,1122585,219000.0,94000.0,0.0,0.0,18000.0,15000.0
2020-04-06,116.0,119.5,115.0,119.5,113.3158721923828,1340088,578000.0,88000.0,3000.0,0.0,14000.0,9000.0
2020-04-07,124.0,131.0,122.0,131.0,124.22074127197266,3468222,407000.0,267000.0,44000.0,0.0,34000.0,4000.0
2020-04-08,133.5,138.0,131.0,138.0,130.85850524902344,5914032,446000.0,1036000.0,55000.0,0.0,83000.0,19000.0
2020-04-09,139.0,144.5,134.0,140.5,133.2291259765625,5835468,429000.0,887000.0,55000.0,0.0,144000.0,62000.0
2020-04-10,140.5,143.0,137.0,142.5,135.12562561035156,3535495,386000.0,622000.0,0.0,20000.0,73000.0,78000.0
2020-04-13,140.0,141.5,133.0,134.5,127.53961181640624,5112104,335000.0,713000.0,0.0,209000.0,13000.0,95000.0
2020-04-14,135.5,138.5,134.0,137.5,130.38438415527344,2970395,457000.0,329000.0,0.0,27000.0,35000.0,8000.0
2020-04-15,138.5,141.0,137.0,139.5,132.28086853027344,2645776,320000.0,635000.0,0.0,0.0,60000.0,15000.0
2020-04-16,137.0,143.5,135.5,139.0,131.80674743652344,4375410,410650.0,550000.0,0.0,0.0,163000.0,81000.0
2020-04-17,149.0,152.5,141.5,142.0,134.6514892578125,8862355,960000.0,1029000.0,0.0,1000.0,198000.0,223000.0
2020-04-20,142.0,143.5,139.0,141.5,134.1773681640625,2120177,398000.0,139000.0,0.0,0.0,22000.0,52050.0
2020-04-21,140.5,144.0,135.5,136.0,128.9619903564453,2330686,425000.0,360000.0,20000.0,0.0,20000.0,100000.0
2020-04-22,135.0,142.0,133.0,142.0,134.6514892578125,2192598,469000.0,243000.0,15000.0,44000.0,101000.0,42000.0
2020-04-23,144.0,146.0,140.5,144.5,137.02210998535156,2471294,170000.0,697950.0,12000.0,0.0,106000.0,23000.0
2020-04-24,144.5,151.5,140.0,147.0,139.3927459716797,5382532,340000.0,607000.0,276000.0,0.0,220000.0,106000.0
2020-04-27,151.0,156.0,149.0,153.0,145.08226013183594,5097419,400000.0,585000.0,217000.0,0.0,226000.0,47000.0
2020-04-28,154.5,161.5,153.0,159.5,151.24586486816406,3666117,407000.0,281000.0,10000.0,0.0,144000.0,91000.0
2020-04-29,161.0,162.5,157.5,160.0,151.71998596191406,2515349,249150.0,214315.0,0.0,0.0,11000.0,115000.0
2020-04-30,163.5,171.0,160.5,165.0,156.46124267578125,3827412,538000.0,365000.0,12000.0,0.0,202000.0,69000.0
2020-05-04,159.0,170.0,157.5,165.5,156.93536376953125,3177756,509000.0,549000.0,0.0,0.0,38000.0,211000.0
2020-05-05,168.0,171.5,165.0,168.0,159.3059844970703,2384988,350000.0,432000.0,0.0,0.0,22000.0,56000.0
2020-05-06,169.0,173.5,166.5,166.5,157.8836212158203,2612231,306000.0,364000.0,0.0,0.0,72000.0,11000.0
2020-05-07,168.0,171.0,166.5,170.0,161.20249938964844,1181707,769000.0,259000.0,0.0,0.0,45000.0,37000.0
2020-05-08,174.0,178.0,172.0,173.5,164.5213623046875,4966552,537000.0,744000.0,410000.0,0.0,182000.0,43000.0
2020-05-11,176.0,178.0,174.0,176.0,166.89198303222656,1931542,549000.0,160000.0,0.0,0.0,5000.0,126000.0
