Date,Open,High,Low,Close,Adj Close,Volume,foreign_buy,foreign_sell,investment_trust_buy,investment_trust_sell,self_buy,self_sell
2020-01-02,16.600000381469727,17.399999618530273,16.600000381469727,17.0,16.17740821838379,415000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,17.0,17.0,16.600000381469727,16.799999237060547,15.987085342407228,142001,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,16.649999618530273,16.700000762939453,16.549999237060547,16.600000381469727,15.796764373779297,83000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,16.5,16.950000762939453,16.5,16.600000381469727,15.796764373779297,83000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,16.600000381469727,16.700000762939453,16.549999237060547,16.700000762939453,15.891924858093262,66000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,17.049999237060547,17.049999237060547,16.450000762939453,16.600000381469727,15.796764373779297,227000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,16.399999618530273,16.549999237060547,16.149999618530273,16.200000762939453,15.416118621826172,292000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,16.200000762939453,16.350000381469727,16.200000762939453,16.299999237060547,15.511279106140137,75000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,16.200000762939453,16.399999618530273,16.149999618530273,16.399999618530273,15.606439590454102,259000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,16.299999237060547,16.299999237060547,16.200000762939453,16.299999237060547,15.511279106140137,47000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,16.149999618530273,16.299999237060547,16.149999618530273,16.299999237060547,15.511279106140137,74000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,16.299999237060547,16.450000762939453,16.25,16.299999237060547,15.511279106140137,78249,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,16.299999237060547,16.299999237060547,16.100000381469727,16.100000381469727,15.32095718383789,214956,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,15.149999618530272,15.600000381469728,14.5,14.5,13.79837703704834,881000,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,14.5,15.0,14.5,15.0,14.27418327331543,235002,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,14.399999618530272,14.800000190734863,14.100000381469728,14.25,13.560474395751951,468000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,14.300000190734863,14.75,14.300000190734863,14.699999809265137,13.988699913024902,125000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,14.699999809265137,14.800000190734863,14.550000190734863,14.699999809265137,13.988699913024902,118000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,14.850000381469728,14.850000381469728,14.550000190734863,14.850000381469728,14.131442070007324,324000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,14.899999618530272,14.899999618530272,14.149999618530272,14.149999618530272,13.465312957763672,564002,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,13.899999618530272,13.899999618530272,13.600000381469728,13.800000190734863,13.132248878479004,152001,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,13.850000381469728,14.0,13.850000381469728,14.0,13.32257080078125,65000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,14.100000381469728,14.300000190734863,14.100000381469728,14.199999809265137,13.512893676757812,118000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,14.199999809265137,14.300000190734863,14.0,14.0,13.32257080078125,144000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,14.050000190734863,14.199999809265137,13.899999618530272,13.949999809265137,13.274991035461426,175207,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,13.800000190734863,14.5,13.699999809265137,14.350000381469728,13.65563678741455,1968000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,14.5,14.699999809265137,14.300000190734863,14.399999618530272,13.70321559906006,508000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,14.449999809265137,14.899999618530272,14.399999618530272,14.850000381469728,14.131442070007324,496000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,14.949999809265137,15.100000381469728,14.649999618530272,15.0,14.27418327331543,394000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,15.0,15.050000190734863,14.800000190734863,14.850000381469728,14.131442070007324,352153,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,14.75,14.800000190734863,14.449999809265137,14.449999809265137,13.750797271728516,358000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,14.199999809265137,14.449999809265137,14.149999618530272,14.399999618530272,13.70321559906006,138000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,14.300000190734863,14.350000381469728,14.149999618530272,14.149999618530272,13.465312957763672,309000,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,14.149999618530272,14.25,13.600000381469728,13.699999809265137,13.037087440490724,550000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,13.399999618530272,13.800000190734863,13.149999618530272,13.399999618530272,12.75160312652588,298000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,13.800000190734863,14.050000190734863,13.800000190734863,13.949999809265137,13.274991035461426,194000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,14.0,14.199999809265137,13.899999618530272,14.199999809265137,13.512893676757812,250000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,14.199999809265137,14.699999809265137,14.199999809265137,14.5,13.79837703704834,417000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,14.300000190734863,14.600000381469728,14.300000190734863,14.350000381469728,13.65563678741455,198000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,14.100000381469728,14.149999618530272,13.75,13.75,13.08466911315918,187000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,13.75,14.0,13.199999809265137,13.75,13.08466911315918,233000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,13.75,13.75,13.550000190734863,13.550000190734863,12.894346237182615,169000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,13.399999618530272,13.399999618530272,12.600000381469728,13.100000381469728,12.466120719909668,715000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,13.100000381469728,13.100000381469728,13.100000381469728,13.100000381469728,12.466120719909668,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,11.899999618530272,11.899999618530272,11.350000381469728,11.350000381469728,10.800799369812012,321000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,10.449999809265137,10.899999618530272,10.399999618530272,10.399999618530272,9.896766662597656,447000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,10.5,11.0,10.5,10.5,9.991928100585938,275000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,10.5,10.5,9.800000190734863,10.5,9.991928100585938,838000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,10.350000381469728,11.300000190734863,10.350000381469728,11.149999618530272,10.61047649383545,277000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,10.899999618530272,11.0,10.199999809265137,11.0,10.467734336853027,257000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,11.0,11.899999618530272,10.949999809265137,11.699999809265137,11.133862495422363,226000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,11.899999618530272,12.100000381469728,11.75,12.0,11.419346809387209,239000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,12.25,12.25,11.850000381469728,12.0,11.419346809387209,98000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,12.25,12.25,11.800000190734863,11.850000381469728,11.276605606079102,147000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,11.100000381469728,11.699999809265137,11.100000381469728,11.600000381469728,11.038702011108398,216000,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,11.899999618530272,11.899999618530272,11.5,11.550000190734863,10.991122245788574,107000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,11.600000381469728,11.899999618530272,11.600000381469728,11.800000190734863,11.22902488708496,77000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,12.0,12.0,11.550000190734863,11.850000381469728,11.276605606079102,38000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,11.850000381469728,12.050000190734863,11.800000190734863,12.050000190734863,11.466928482055664,149000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,12.050000190734863,12.199999809265137,12.0,12.199999809265137,11.609668731689451,130000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,12.350000381469728,12.550000190734863,12.199999809265137,12.350000381469728,11.752411842346191,160000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,12.350000381469728,12.5,12.300000190734863,12.350000381469728,11.752411842346191,137000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,12.350000381469728,12.449999809265137,12.300000190734863,12.300000190734863,11.70483112335205,145000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,12.399999618530272,12.600000381469728,12.350000381469728,12.600000381469728,11.990314483642578,110000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,12.800000190734863,12.800000190734863,12.5,12.5,11.895153045654297,161000,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,12.5,12.649999618530272,12.5,12.600000381469728,11.990314483642578,81000,0.0,0.0,0.0,0.0,0.0,0.0
